Date,Home Team,Away Team,Home Score,Away Score,Winner
15-02-2017,Oklahoma City Thunder,New York Knicks,116,105,Home
15-02-2017,LA Clippers,Atlanta Hawks,99,84,Home
15-02-2017,Golden State Warriors,Sacramento Kings,109,86,Home
16-02-2017,Indiana Pacers,Washington Wizards,98,111,Away
16-02-2017,Chicago Bulls,Boston Celtics,104,103,Home
23-02-2017,Orlando Magic,Portland Trail Blazers,103,112,Away
23-02-2017,Detroit Pistons,Charlotte Hornets,114,108,Home
23-02-2017,New Orleans Pelicans,Houston Rockets,99,129,Away
23-02-2017,Cleveland Cavaliers,New York Knicks,119,104,Home
23-02-2017,Golden State Warriors,LA Clippers,123,113,Home
23-02-2017,Sacramento Kings,Denver Nuggets,116,100,Home
24-02-2017,Philadelphia 76ers,Washington Wizards,120,112,Home
24-02-2017,Indiana Pacers,Memphis Grizzlies,102,92,Home
24-02-2017,Toronto Raptors,Boston Celtics,107,97,Home
24-02-2017,Chicago Bulls,Phoenix Suns,128,121,Home
24-02-2017,Milwaukee Bucks,Utah Jazz,95,109,Away
24-02-2017,Oklahoma City Thunder,Los Angeles Lakers,110,93,Home
24-02-2017,Minnesota Timberwolves,Dallas Mavericks,97,84,Home
24-02-2017,Atlanta Hawks,Miami Heat,90,108,Away
24-02-2017,Denver Nuggets,Brooklyn Nets,129,109,Home
24-02-2017,LA Clippers,San Antonio Spurs,97,105,Away
25-02-2017,Sacramento Kings,Charlotte Hornets,85,99,Away
25-02-2017,Orlando Magic,Atlanta Hawks,105,86,Home
25-02-2017,New York Knicks,Philadelphia 76ers,110,109,Home
25-02-2017,Miami Heat,Indiana Pacers,113,95,Home
25-02-2017,Dallas Mavericks,New Orleans Pelicans,96,83,Home
25-02-2017,Cleveland Cavaliers,Chicago Bulls,99,117,Away
25-02-2017,Houston Rockets,Minnesota Timberwolves,142,130,Home
25-02-2017,Golden State Warriors,Brooklyn Nets,112,95,Home
26-02-2017,Los Angeles Lakers,San Antonio Spurs,98,119,Away
26-02-2017,Milwaukee Bucks,Phoenix Suns,100,96,Home
26-02-2017,Denver Nuggets,Memphis Grizzlies,98,105,Away
26-02-2017,Washington Wizards,Utah Jazz,92,102,Away
26-02-2017,Toronto Raptors,Portland Trail Blazers,112,106,Home
26-02-2017,Detroit Pistons,Boston Celtics,98,104,Away
26-02-2017,Oklahoma City Thunder,New Orleans Pelicans,118,110,Home
26-02-2017,LA Clippers,Charlotte Hornets,124,121,Home
27-02-2017,New York Knicks,Toronto Raptors,91,92,Away
27-02-2017,Philadelphia 76ers,Golden State Warriors,108,119,Away
27-02-2017,Cleveland Cavaliers,Milwaukee Bucks,102,95,Home
27-02-2017,Boston Celtics,Atlanta Hawks,98,114,Away
27-02-2017,Houston Rockets,Indiana Pacers,108,117,Away
27-02-2017,Dallas Mavericks,Miami Heat,96,89,Home
27-02-2017,Sacramento Kings,Minnesota Timberwolves,88,102,Away
28-02-2017,Washington Wizards,Golden State Warriors,112,108,Home
28-02-2017,Detroit Pistons,Portland Trail Blazers,120,113,Home
28-02-2017,Chicago Bulls,Denver Nuggets,107,125,Away
28-02-2017,Memphis Grizzlies,Phoenix Suns,130,112,Home
28-02-2017,Oklahoma City Thunder,Utah Jazz,109,106,Home
28-02-2017,Los Angeles Lakers,Charlotte Hornets,104,109,Away
01-03-2017,Orlando Magic,New York Knicks,90,101,Away
01-03-2017,Toronto Raptors,Washington Wizards,96,105,Away
01-03-2017,Atlanta Hawks,Dallas Mavericks,100,95,Home
01-03-2017,Miami Heat,Philadelphia 76ers,125,98,Home
01-03-2017,Milwaukee Bucks,Denver Nuggets,98,110,Away
01-03-2017,New Orleans Pelicans,Detroit Pistons,109,86,Home
01-03-2017,Boston Celtics,Cleveland Cavaliers,103,99,Home
01-03-2017,San Antonio Spurs,Indiana Pacers,100,99,Home
01-03-2017,Utah Jazz,Minnesota Timberwolves,80,107,Away
01-03-2017,LA Clippers,Houston Rockets,103,122,Away
01-03-2017,Sacramento Kings,Brooklyn Nets,100,109,Away
02-03-2017,Chicago Bulls,Golden State Warriors,94,87,Home
02-03-2017,Phoenix Suns,Charlotte Hornets,120,103,Home
02-03-2017,Portland Trail Blazers,Oklahoma City Thunder,114,109,Home
03-03-2017,Philadelphia 76ers,New York Knicks,105,102,Home
03-03-2017,Washington Wizards,Toronto Raptors,106,114,Away
03-03-2017,Orlando Magic,Miami Heat,110,99,Home
03-03-2017,Milwaukee Bucks,LA Clippers,112,101,Home
03-03-2017,Atlanta Hawks,Cleveland Cavaliers,130,135,Away
03-03-2017,Dallas Mavericks,Memphis Grizzlies,104,100,Home
03-03-2017,Utah Jazz,Brooklyn Nets,112,97,Home
03-03-2017,Phoenix Suns,Oklahoma City Thunder,118,111,Home
03-03-2017,New Orleans Pelicans,San Antonio Spurs,98,101,Away
03-03-2017,Los Angeles Lakers,Boston Celtics,95,115,Away
04-03-2017,Philadelphia 76ers,Detroit Pistons,106,136,Away
04-03-2017,Milwaukee Bucks,Toronto Raptors,101,94,Home
04-03-2017,Miami Heat,Cleveland Cavaliers,120,92,Home
04-03-2017,Chicago Bulls,LA Clippers,91,101,Away
04-03-2017,Denver Nuggets,Charlotte Hornets,102,112,Away
04-03-2017,Houston Rockets,Memphis Grizzlies,123,108,Home
04-03-2017,San Antonio Spurs,Minnesota Timberwolves,97,90,Home
04-03-2017,Portland Trail Blazers,Brooklyn Nets,130,116,Home
05-03-2017,Atlanta Hawks,Indiana Pacers,96,97,Away
05-03-2017,New York Knicks,Golden State Warriors,105,112,Away
05-03-2017,Phoenix Suns,Boston Celtics,109,106,Home
05-03-2017,Washington Wizards,Orlando Magic,115,114,Home
05-03-2017,Sacramento Kings,Utah Jazz,109,110,Away
05-03-2017,Dallas Mavericks,Oklahoma City Thunder,104,89,Home
05-03-2017,Los Angeles Lakers,New Orleans Pelicans,97,105,Away
06-03-2017,Philadelphia 76ers,Milwaukee Bucks,98,112,Away
06-03-2017,Orlando Magic,New York Knicks,105,113,Away
06-03-2017,Cleveland Cavaliers,Miami Heat,98,106,Away
06-03-2017,Atlanta Hawks,Golden State Warriors,111,119,Away
06-03-2017,Detroit Pistons,Chicago Bulls,109,95,Home
06-03-2017,Memphis Grizzlies,Brooklyn Nets,109,122,Away
06-03-2017,Charlotte Hornets,Indiana Pacers,100,88,Home
06-03-2017,San Antonio Spurs,Houston Rockets,112,110,Home
06-03-2017,Denver Nuggets,Sacramento Kings,108,96,Home
06-03-2017,Utah Jazz,New Orleans Pelicans,88,83,Home
06-03-2017,LA Clippers,Boston Celtics,116,102,Home
07-03-2017,Oklahoma City Thunder,Portland Trail Blazers,121,126,Away
07-03-2017,Dallas Mavericks,Los Angeles Lakers,122,111,Home
07-03-2017,Phoenix Suns,Washington Wizards,127,131,Away
08-03-2017,Orlando Magic,Chicago Bulls,98,91,Home
08-03-2017,Atlanta Hawks,Brooklyn Nets,110,105,Home
08-03-2017,Miami Heat,Charlotte Hornets,108,101,Home
08-03-2017,Milwaukee Bucks,New York Knicks,104,93,Home
08-03-2017,New Orleans Pelicans,Toronto Raptors,87,94,Away
08-03-2017,Houston Rockets,Utah Jazz,108,115,Away
08-03-2017,Minnesota Timberwolves,LA Clippers,107,91,Home
08-03-2017,Indiana Pacers,Detroit Pistons,115,98,Home
08-03-2017,San Antonio Spurs,Sacramento Kings,114,104,Home
08-03-2017,Denver Nuggets,Washington Wizards,113,123,Away
08-03-2017,Golden State Warriors,Boston Celtics,86,99,Away
09-03-2017,Detroit Pistons,Cleveland Cavaliers,106,101,Home
09-03-2017,Memphis Grizzlies,LA Clippers,98,114,Away
09-03-2017,Oklahoma City Thunder,San Antonio Spurs,102,92,Home
09-03-2017,Portland Trail Blazers,Philadelphia 76ers,114,108,Home
09-03-2017,Phoenix Suns,Los Angeles Lakers,110,122,Away
10-03-2017,Charlotte Hornets,Orlando Magic,121,81,Home
10-03-2017,Chicago Bulls,Houston Rockets,94,115,Away
10-03-2017,Milwaukee Bucks,Indiana Pacers,99,85,Home
10-03-2017,Minnesota Timberwolves,Golden State Warriors,103,102,Home
10-03-2017,Atlanta Hawks,Toronto Raptors,105,99,Home
10-03-2017,Denver Nuggets,Boston Celtics,119,99,Home
10-03-2017,Dallas Mavericks,Brooklyn Nets,105,96,Home
10-03-2017,Sacramento Kings,Washington Wizards,122,130,Away
11-03-2017,Oklahoma City Thunder,Utah Jazz,112,104,Home
11-03-2017,LA Clippers,Philadelphia 76ers,112,100,Home
11-03-2017,Detroit Pistons,New York Knicks,112,92,Home
11-03-2017,Charlotte Hornets,New Orleans Pelicans,122,125,Away
11-03-2017,Orlando Magic,Cleveland Cavaliers,104,116,Away
11-03-2017,Milwaukee Bucks,Minnesota Timberwolves,102,95,Home
11-03-2017,Miami Heat,Toronto Raptors,104,89,Home
11-03-2017,San Antonio Spurs,Golden State Warriors,107,85,Home
11-03-2017,Memphis Grizzlies,Atlanta Hawks,90,107,Away
11-03-2017,Dallas Mavericks,Phoenix Suns,98,100,Away
11-03-2017,Portland Trail Blazers,Washington Wizards,124,125,Away
11-03-2017,Sacramento Kings,Denver Nuggets,92,105,Away
12-03-2017,Boston Celtics,Chicago Bulls,100,80,Home
12-03-2017,Brooklyn Nets,New York Knicks,120,112,Home
12-03-2017,Indiana Pacers,Miami Heat,102,98,Home
12-03-2017,Phoenix Suns,Portland Trail Blazers,101,110,Away
12-03-2017,Houston Rockets,Cleveland Cavaliers,117,112,Home
12-03-2017,Los Angeles Lakers,Philadelphia 76ers,116,118,Away
13-03-2017,Charlotte Hornets,Chicago Bulls,109,115,Away
13-03-2017,Toronto Raptors,Dallas Mavericks,100,78,Home
13-03-2017,Memphis Grizzlies,Milwaukee Bucks,113,93,Home
13-03-2017,San Antonio Spurs,Atlanta Hawks,107,99,Home
13-03-2017,Minnesota Timberwolves,Washington Wizards,119,104,Home
13-03-2017,Utah Jazz,LA Clippers,114,108,Home
13-03-2017,Sacramento Kings,Orlando Magic,120,115,Home
13-03-2017,Denver Nuggets,Los Angeles Lakers,129,101,Home
14-03-2017,Cleveland Cavaliers,Detroit Pistons,128,96,Home
14-03-2017,Brooklyn Nets,Oklahoma City Thunder,104,122,Away
14-03-2017,New York Knicks,Indiana Pacers,87,81,Home
14-03-2017,New Orleans Pelicans,Portland Trail Blazers,100,77,Home
14-03-2017,Golden State Warriors,Philadelphia 76ers,106,104,Home
15-03-2017,Washington Wizards,Dallas Mavericks,107,112,Away
15-03-2017,Indiana Pacers,Charlotte Hornets,98,77,Home
15-03-2017,Boston Celtics,Minnesota Timberwolves,117,104,Home
15-03-2017,Miami Heat,New Orleans Pelicans,120,112,Home
15-03-2017,Detroit Pistons,Utah Jazz,83,97,Away
15-03-2017,Chicago Bulls,Memphis Grizzlies,91,98,Away
15-03-2017,Houston Rockets,Los Angeles Lakers,139,100,Home
15-03-2017,San Antonio Spurs,Portland Trail Blazers,106,110,Away
15-03-2017,Phoenix Suns,Sacramento Kings,101,107,Away
15-03-2017,LA Clippers,Milwaukee Bucks,96,97,Away
16-03-2017,Cleveland Cavaliers,Utah Jazz,91,83,Home
16-03-2017,Toronto Raptors,Oklahoma City Thunder,102,123,Away
16-03-2017,New York Knicks,Brooklyn Nets,110,121,Away
16-03-2017,Atlanta Hawks,Memphis Grizzlies,91,103,Away
16-03-2017,Denver Nuggets,LA Clippers,129,114,Home
16-03-2017,Golden State Warriors,Orlando Magic,122,92,Home
17-03-2017,Philadelphia 76ers,Dallas Mavericks,116,74,Home
17-03-2017,Washington Wizards,Chicago Bulls,112,107,Home
17-03-2017,Brooklyn Nets,Boston Celtics,95,98,Away
17-03-2017,Detroit Pistons,Toronto Raptors,75,87,Away
17-03-2017,New Orleans Pelicans,Houston Rockets,128,112,Home
17-03-2017,Miami Heat,Minnesota Timberwolves,123,105,Home
17-03-2017,Phoenix Suns,Orlando Magic,103,109,Away
17-03-2017,Los Angeles Lakers,Milwaukee Bucks,103,107,Away
18-03-2017,Oklahoma City Thunder,Sacramento Kings,110,94,Home
18-03-2017,Atlanta Hawks,Portland Trail Blazers,97,113,Away
18-03-2017,Charlotte Hornets,Washington Wizards,98,93,Home
18-03-2017,LA Clippers,Cleveland Cavaliers,108,78,Home
18-03-2017,Chicago Bulls,Utah Jazz,95,86,Home
18-03-2017,Memphis Grizzlies,San Antonio Spurs,104,96,Home
18-03-2017,Denver Nuggets,Houston Rockets,105,109,Away
18-03-2017,Golden State Warriors,Milwaukee Bucks,117,92,Home
19-03-2017,Brooklyn Nets,Dallas Mavericks,104,111,Away
19-03-2017,Philadelphia 76ers,Boston Celtics,105,99,Home
19-03-2017,Detroit Pistons,Phoenix Suns,112,95,Home
19-03-2017,New Orleans Pelicans,Minnesota Timberwolves,123,109,Home
19-03-2017,Toronto Raptors,Indiana Pacers,116,91,Home
19-03-2017,Miami Heat,Portland Trail Blazers,104,115,Away
19-03-2017,San Antonio Spurs,Sacramento Kings,118,102,Home
19-03-2017,Los Angeles Lakers,Cleveland Cavaliers,120,125,Away
20-03-2017,Charlotte Hornets,Atlanta Hawks,105,90,Home
20-03-2017,Orlando Magic,Philadelphia 76ers,112,109,Home
20-03-2017,Indiana Pacers,Utah Jazz,107,100,Home
20-03-2017,Boston Celtics,Washington Wizards,110,102,Home
20-03-2017,Houston Rockets,Denver Nuggets,125,124,Home
20-03-2017,Oklahoma City Thunder,Golden State Warriors,95,111,Away
20-03-2017,LA Clippers,New York Knicks,114,105,Home
21-03-2017,Toronto Raptors,Chicago Bulls,122,120,Home
21-03-2017,Brooklyn Nets,Detroit Pistons,98,96,Home
21-03-2017,Miami Heat,Phoenix Suns,112,97,Home
21-03-2017,New Orleans Pelicans,Memphis Grizzlies,95,82,Home
21-03-2017,Dallas Mavericks,Golden State Warriors,87,112,Away
21-03-2017,Minnesota Timberwolves,San Antonio Spurs,93,100,Away
21-03-2017,Portland Trail Blazers,Milwaukee Bucks,90,93,Away
21-03-2017,Los Angeles Lakers,LA Clippers,109,133,Away
22-03-2017,Orlando Magic,Charlotte Hornets,102,109,Away
22-03-2017,Boston Celtics,Indiana Pacers,109,100,Home
22-03-2017,Chicago Bulls,Detroit Pistons,117,95,Home
22-03-2017,Oklahoma City Thunder,Philadelphia 76ers,122,97,Home
22-03-2017,Washington Wizards,Atlanta Hawks,104,100,Home
22-03-2017,Denver Nuggets,Cleveland Cavaliers,126,113,Home
22-03-2017,Sacramento Kings,Milwaukee Bucks,98,116,Away
22-03-2017,Utah Jazz,New York Knicks,108,101,Home
23-03-2017,Brooklyn Nets,Phoenix Suns,126,98,Home
23-03-2017,Miami Heat,Toronto Raptors,84,101,Away
23-03-2017,Dallas Mavericks,LA Clippers,97,95,Home
23-03-2017,San Antonio Spurs,Memphis Grizzlies,97,90,Home
23-03-2017,Portland Trail Blazers,New York Knicks,110,95,Home
24-03-2017,Washington Wizards,Brooklyn Nets,129,108,Home
24-03-2017,Charlotte Hornets,Cleveland Cavaliers,105,112,Away
24-03-2017,Orlando Magic,Detroit Pistons,115,87,Home
24-03-2017,Indiana Pacers,Denver Nuggets,117,125,Away
24-03-2017,Boston Celtics,Phoenix Suns,130,120,Home
24-03-2017,Chicago Bulls,Philadelphia 76ers,107,117,Away
24-03-2017,Milwaukee Bucks,Atlanta Hawks,100,97,Home
24-03-2017,Houston Rockets,New Orleans Pelicans,117,107,Home
24-03-2017,Los Angeles Lakers,Minnesota Timberwolves,130,119,Home
24-03-2017,Golden State Warriors,Sacramento Kings,114,100,Home
25-03-2017,LA Clippers,Utah Jazz,108,95,Home
25-03-2017,Cleveland Cavaliers,Washington Wizards,115,127,Away
25-03-2017,Dallas Mavericks,Toronto Raptors,86,94,Away
25-03-2017,San Antonio Spurs,New York Knicks,106,98,Home
25-03-2017,Portland Trail Blazers,Minnesota Timberwolves,112,100,Home
26-03-2017,Charlotte Hornets,Phoenix Suns,120,106,Home
26-03-2017,Atlanta Hawks,Brooklyn Nets,92,107,Away
26-03-2017,LA Clippers,Sacramento Kings,97,98,Away
26-03-2017,Milwaukee Bucks,Chicago Bulls,94,109,Away
26-03-2017,Houston Rockets,Oklahoma City Thunder,137,125,Home
26-03-2017,Indiana Pacers,Philadelphia 76ers,107,94,Home
26-03-2017,Boston Celtics,Miami Heat,112,108,Home
26-03-2017,Golden State Warriors,Memphis Grizzlies,106,94,Home
26-03-2017,Denver Nuggets,New Orleans Pelicans,90,115,Away
26-03-2017,Los Angeles Lakers,Portland Trail Blazers,81,97,Away
27-03-2017,Toronto Raptors,Orlando Magic,131,112,Home
27-03-2017,New York Knicks,Detroit Pistons,109,95,Home
27-03-2017,San Antonio Spurs,Cleveland Cavaliers,103,74,Home
27-03-2017,Dallas Mavericks,Oklahoma City Thunder,91,92,Away
27-03-2017,Sacramento Kings,Memphis Grizzlies,91,90,Home
27-03-2017,Utah Jazz,New Orleans Pelicans,108,100,Home
28-03-2017,Charlotte Hornets,Milwaukee Bucks,108,118,Away
28-03-2017,Indiana Pacers,Minnesota Timberwolves,114,115,Away
28-03-2017,Brooklyn Nets,Philadelphia 76ers,101,106,Away
28-03-2017,Atlanta Hawks,Phoenix Suns,95,91,Home
28-03-2017,Detroit Pistons,Miami Heat,96,97,Away
28-03-2017,Houston Rockets,Golden State Warriors,106,113,Away
28-03-2017,Portland Trail Blazers,Denver Nuggets,122,113,Home
28-03-2017,Los Angeles Lakers,Washington Wizards,108,119,Away
29-03-2017,Philadelphia 76ers,Atlanta Hawks,92,99,Away
29-03-2017,Orlando Magic,Oklahoma City Thunder,106,114,Away
29-03-2017,Boston Celtics,Milwaukee Bucks,100,103,Away
29-03-2017,Toronto Raptors,Charlotte Hornets,106,110,Away
29-03-2017,New York Knicks,Miami Heat,88,105,Away
29-03-2017,Memphis Grizzlies,Indiana Pacers,110,97,Home
29-03-2017,New Orleans Pelicans,Dallas Mavericks,121,118,Home
29-03-2017,San Antonio Spurs,Golden State Warriors,98,110,Away
29-03-2017,LA Clippers,Washington Wizards,133,124,Home
29-03-2017,Sacramento Kings,Utah Jazz,82,112,Away
30-03-2017,Detroit Pistons,Brooklyn Nets,90,89,Home
30-03-2017,Chicago Bulls,Cleveland Cavaliers,99,93,Home
30-03-2017,Minnesota Timberwolves,Los Angeles Lakers,119,104,Home
30-03-2017,Phoenix Suns,LA Clippers,118,124,Away
30-03-2017,Portland Trail Blazers,Houston Rockets,117,107,Home
31-03-2017,Toronto Raptors,Indiana Pacers,111,100,Home
31-03-2017,Charlotte Hornets,Denver Nuggets,122,114,Home
31-03-2017,Cleveland Cavaliers,Philadelphia 76ers,122,105,Home
31-03-2017,Boston Celtics,Orlando Magic,117,116,Home
31-03-2017,Milwaukee Bucks,Detroit Pistons,108,105,Home
31-03-2017,Memphis Grizzlies,Dallas Mavericks,99,90,Home
31-03-2017,New Orleans Pelicans,Sacramento Kings,117,89,Home
31-03-2017,Miami Heat,New York Knicks,94,98,Away
31-03-2017,Utah Jazz,Washington Wizards,95,88,Home
31-03-2017,Oklahoma City Thunder,San Antonio Spurs,95,100,Away
31-03-2017,Golden State Warriors,Houston Rockets,107,98,Home
01-04-2017,LA Clippers,Los Angeles Lakers,115,104,Home
01-04-2017,Chicago Bulls,Atlanta Hawks,106,104,Home
01-04-2017,Brooklyn Nets,Orlando Magic,121,111,Home
01-04-2017,Minnesota Timberwolves,Sacramento Kings,117,123,Away
01-04-2017,Portland Trail Blazers,Phoenix Suns,130,117,Home
02-04-2017,Oklahoma City Thunder,Charlotte Hornets,101,113,Away
02-04-2017,Los Angeles Lakers,Memphis Grizzlies,108,103,Home
02-04-2017,Milwaukee Bucks,Dallas Mavericks,105,109,Away
02-04-2017,New York Knicks,Boston Celtics,94,110,Away
02-04-2017,New Orleans Pelicans,Chicago Bulls,110,117,Away
02-04-2017,Toronto Raptors,Philadelphia 76ers,113,105,Home
02-04-2017,Brooklyn Nets,Atlanta Hawks,91,82,Home
02-04-2017,Miami Heat,Denver Nuggets,113,116,Away
02-04-2017,Cleveland Cavaliers,Indiana Pacers,135,130,Home
02-04-2017,San Antonio Spurs,Utah Jazz,109,103,Home
02-04-2017,Golden State Warriors,Washington Wizards,139,115,Home
02-04-2017,Phoenix Suns,Houston Rockets,116,123,Away
03-04-2017,Minnesota Timberwolves,Portland Trail Blazers,110,109,Home
04-04-2017,Philadelphia 76ers,Brooklyn Nets,118,141,Away
04-04-2017,Washington Wizards,Charlotte Hornets,118,111,Home
04-04-2017,Cleveland Cavaliers,Orlando Magic,122,102,Home
04-04-2017,Indiana Pacers,Toronto Raptors,108,90,Home
04-04-2017,New Orleans Pelicans,Denver Nuggets,131,134,Away
04-04-2017,Oklahoma City Thunder,Milwaukee Bucks,110,79,Home
04-04-2017,New York Knicks,Chicago Bulls,100,91,Home
04-04-2017,San Antonio Spurs,Memphis Grizzlies,95,89,Home
04-04-2017,Golden State Warriors,Minnesota Timberwolves,121,107,Home
04-04-2017,Sacramento Kings,Dallas Mavericks,98,87,Home
04-04-2017,Utah Jazz,Portland Trail Blazers,106,87,Home
05-04-2017,Charlotte Hornets,Miami Heat,99,112,Away
05-04-2017,Detroit Pistons,Toronto Raptors,102,105,Away
05-04-2017,Memphis Grizzlies,Oklahoma City Thunder,100,103,Away
05-04-2017,Houston Rockets,Denver Nuggets,110,104,Home
05-04-2017,Boston Celtics,Cleveland Cavaliers,91,114,Away
05-04-2017,San Antonio Spurs,Los Angeles Lakers,95,102,Away
05-04-2017,Phoenix Suns,Golden State Warriors,111,120,Away
05-04-2017,LA Clippers,Dallas Mavericks,112,101,Home
06-04-2017,Philadelphia 76ers,Chicago Bulls,90,102,Away
06-04-2017,Orlando Magic,Brooklyn Nets,115,107,Home
06-04-2017,Indiana Pacers,Milwaukee Bucks,104,89,Home
06-04-2017,New York Knicks,Washington Wizards,103,106,Away
06-04-2017,Atlanta Hawks,Boston Celtics,123,116,Home
06-04-2017,Portland Trail Blazers,Minnesota Timberwolves,105,98,Home
07-04-2017,Cleveland Cavaliers,Atlanta Hawks,100,114,Away
07-04-2017,Toronto Raptors,Miami Heat,96,94,Home
07-04-2017,Memphis Grizzlies,New York Knicks,101,88,Home
07-04-2017,Houston Rockets,Detroit Pistons,109,114,Away
07-04-2017,Dallas Mavericks,San Antonio Spurs,89,102,Away
07-04-2017,Denver Nuggets,New Orleans Pelicans,122,106,Home
07-04-2017,Utah Jazz,Minnesota Timberwolves,120,113,Home
07-04-2017,Phoenix Suns,Oklahoma City Thunder,120,99,Home
07-04-2017,Los Angeles Lakers,Sacramento Kings,98,94,Home
08-04-2017,Brooklyn Nets,Chicago Bulls,107,106,Home
08-04-2017,Charlotte Hornets,Boston Celtics,114,121,Away
08-04-2017,Orlando Magic,Indiana Pacers,112,127,Away
08-04-2017,Philadelphia 76ers,Milwaukee Bucks,82,90,Away
08-04-2017,Washington Wizards,Miami Heat,103,106,Away
08-04-2017,San Antonio Spurs,LA Clippers,87,98,Away
08-04-2017,Portland Trail Blazers,Utah Jazz,101,86,Home
08-04-2017,Golden State Warriors,New Orleans Pelicans,123,101,Home
09-04-2017,New York Knicks,Toronto Raptors,97,110,Away
09-04-2017,Atlanta Hawks,Cleveland Cavaliers,126,125,Home
09-04-2017,Denver Nuggets,Oklahoma City Thunder,105,106,Away
09-04-2017,Phoenix Suns,Dallas Mavericks,124,111,Home
09-04-2017,Sacramento Kings,Houston Rockets,128,135,Away
09-04-2017,Memphis Grizzlies,Detroit Pistons,90,103,Away
09-04-2017,Los Angeles Lakers,Minnesota Timberwolves,110,109,Home
10-04-2017,Philadelphia 76ers,Indiana Pacers,111,120,Away
10-04-2017,Boston Celtics,Brooklyn Nets,114,105,Home
10-04-2017,Miami Heat,Cleveland Cavaliers,124,121,Home
10-04-2017,Chicago Bulls,Orlando Magic,122,75,Home
10-04-2017,Milwaukee Bucks,Charlotte Hornets,89,79,Home
10-04-2017,Detroit Pistons,Washington Wizards,101,105,Away
10-04-2017,Portland Trail Blazers,San Antonio Spurs,99,98,Home
10-04-2017,LA Clippers,Houston Rockets,125,96,Home
10-04-2017,Golden State Warriors,Utah Jazz,99,105,Away
11-04-2017,Atlanta Hawks,Charlotte Hornets,103,76,Home
11-04-2017,Minnesota Timberwolves,Oklahoma City Thunder,98,100,Away
11-04-2017,Dallas Mavericks,Denver Nuggets,91,109,Away
11-04-2017,Los Angeles Lakers,New Orleans Pelicans,108,96,Home
11-04-2017,Sacramento Kings,Phoenix Suns,129,104,Home
12-04-2017,Orlando Magic,Detroit Pistons,113,109,Home
12-04-2017,Cleveland Cavaliers,Toronto Raptors,83,98,Away
12-04-2017,Boston Celtics,Milwaukee Bucks,112,94,Home
12-04-2017,New York Knicks,Philadelphia 76ers,114,113,Home
12-04-2017,Miami Heat,Washington Wizards,110,102,Home
12-04-2017,Chicago Bulls,Brooklyn Nets,112,73,Home
12-04-2017,Memphis Grizzlies,Dallas Mavericks,93,100,Away
12-04-2017,Houston Rockets,Minnesota Timberwolves,123,118,Home
12-04-2017,Oklahoma City Thunder,Denver Nuggets,105,111,Away
12-04-2017,Indiana Pacers,Atlanta Hawks,104,86,Home
12-04-2017,Utah Jazz,San Antonio Spurs,101,97,Home
12-04-2017,LA Clippers,Sacramento Kings,115,95,Home
12-04-2017,Golden State Warriors,Los Angeles Lakers,109,94,Home
12-04-2017,Portland Trail Blazers,New Orleans Pelicans,100,103,Away
